TRAIN_LOSS,0.005975936371761169,2,1
TEST_LOSS,0.008268171962538958,2,1
TRAIN_LOSS,0.005074029318435269,2,2
TEST_LOSS,0.007653948221871105,2,2
TRAIN_LOSS,0.004559026954067756,2,3
TEST_LOSS,0.007542247936702518,2,3
TRAIN_LOSS,0.004211882479787868,2,4
TEST_LOSS,0.008387126436255717,2,4
TRAIN_LOSS,0.0040335524769660866,2,5
TEST_LOSS,0.00831313414345212,2,5
TRAIN_LOSS,0.0038513640402150916,2,6
TEST_LOSS,0.00855601579176452,2,6
TRAIN_LOSS,0.0037944744187035535,2,7
TEST_LOSS,0.008676307514431691,2,7
TRAIN_LOSS,0.0036838354288036383,2,8
TEST_LOSS,0.009372920862024313,2,8
TRAIN_LOSS,0.0035641207179185654,2,9
TEST_LOSS,0.009600137409173537,2,9
TRAIN_LOSS,0.003495037551361152,2,10
TEST_LOSS,0.010024729476073746,2,10
